word_id|doc_id
508|0,1,2,3,4,6,8,9,10,12,15,16,18,23,24,26,27,28,30,31,32,33,34,38,39,42,43,44
509|0,1,3,4,6,8,9,12,15,18,20,23,26,27,28,30,32,35,38,39,41,43,44
510|0,1,3,4,12,15,18,23,26,30,32,35,37,39,43,44
511|23
512|0
513|0
514|0
515|0
516|0
517|0
518|0,1,2,3,4,6,7,9,11,12,13,14,15,16,17,19,20,21,22,30,33,38,41,42,44
519|0,1,2,3,4,6,7,11,14,15,19,20,21,22,33,40,41,44
520|0
521|0,1,3,4,6,12,21,26,31,33,38,44
522|0,1,2,3,11,16,19,31
523|12
524|1,3,15,20,21,44
525|21
526|21
527|40
528|43
529|43
530|6
531|23
532|15,23
533|0
534|33
535|5
536|2,8,9,23
537|12
538|12
539|9,19,24,33
540|1,5,6,8,13,15,19,20,23,24,26,27,30,31,32,33,34,35,37,39,41,43,44
541|34
542|14,15,26,30,31,34,41,43
543|3,8,12,18,23,28
544|18
545|1,3,12,21
546|15,18,23,26
547|9,15,41
548|18
549|21
550|2,3,21,29,44
551|1,3,11,29
552|2,3,29
553|2,3,21,44
554|3
555|3
556|21
557|3,19,21,26,31
558|1,3,8,15,18,19,21,23,24,26,29,30,31,32,33,34,44
559|21
560|18
561|18
562|18
563|15,31
564|0
565|1
566|23
567|1,13,15,26,31
568|1,11,21
569|0
570|1
571|7,11,15,19,31
572|1,3,18,19,24,30,31,43,44
573|3,19,30
574|18,19,30,32
575|18
576|0,1,2,3,4,6,7,9,11,13,15,17,19,20,26,31,34,44
577|13,36
578|18
579|0,1,2,3,10,11,12,19,22,30,31,32,33,34,38,41
580|21,22,41
581|21,41
582|12,13,31,33
583|0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
584|1,3,4,7,11,12,15,16,17,18,20,21,22,23,42,43,44
585|9
586|0,1,2,5,7,8,15,16,17,18,19,21,22,23,31,39,41,43
587|2,23,31,33,35,41
588|12
589|0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,26,28,29,30,31,32,33,34,35,37,39,40,43,44
590|12
591|1,2,3,5,11,15,17,18,19,20,21,22,23,26,31,32,35,43
592|0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
593|0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
594|1
595|0
596|0
597|41
598|0,3,11,15,17,19,22,23,26,30,32,33,35,39,41,43
599|1,3,12,17,18,21,22,23,30,32,37
600|1,21,42
601|3,9,21,23
602|18
603|18,31,40,42
604|23
605|0
606|0,1,2,3,4,5,6,7,9,10,11,12,14,15,17,18,19,23,24,26,28,30,31,32,33,34,40,41,42,43,44
607|1,3,4,7,16,17,18,19,21,23,30,31,32,33,34,36,42
608|0
609|0,2,3,4,6,7,12,15,18,19,30,31,32,33,34,41,43,44
610|0,2,3,4,6,7,11,18,19,20,26,27,30,31,32,33,41,42,43,44
611|14
612|12
613|7
614|0
615|0
616|0
617|0
618|21,23
619|41
620|3,21,22,30
621|0,1,3,15,18
622|18,43
623|18,23
624|2
625|43
626|12
627|3
628|0,1,3,4,6,8,9,14,17,31,32,33,42,43
629|0,1,3,11,21,31,33
630|3,6,42,43
631|1,6,11,15,21,23,31,43,44
632|1,2,3,4,9,11,14,15,17,21,23,31,32,33,34,37,43,44
633|0,3,7,9,30,32
634|0
635|21
636|0
637|0
638|0
639|0,1,2,3,5,6,7,8,9,11,12,13,15,17,18,19,21,22,23,24,26,27,29,30,31,32,35,36,37,41,42,43,44
640|2,9,15,18,32,43
641|2,4,6,9,10,16,17,24,26,34,36,41,43
642|1,4,18,22,40,43,44
643|0,1,3,4,5,6,9,11,12,13,14,15,17,22,23,24,26,27,30,31,32,36,41,42,43,44
644|0
645|0,4,5,6,7,8,9,11,15,18,21,22,23,26,30,32,35,40
646|11,19
647|1,3,9,12,15,17,25,30,33,34
648|0,1,3,15,30
649|0,1,2,3,5,6,9,10,11,14,15,16,17,19,20,21,22,23,26,30,31,32,33,34,35,38,41,42,43
650|0
651|0,1,2,3,4,6,8,9,11,12,13,15,16,17,19,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,39,41,43,44
652|12,26,41
653|0,1,3,6,15,17,21,23,30,32,33,35,42,44
654|0,1,2,3,4,12,16,17,21,22,23,31,32,33,34
655|1,2,3,4,7,12,16,19,26,34,43,44
656|0
657|18
658|23
659|0
660|0
661|0
662|0,1,2,3,5,8,9,11,12,15,16,18,19,20,21,22,26,30,32,33,41,42,43
663|1,3,4,5,8,11,12,16,18,21,22,23,29,30,31,32,33,34,35,37,38,41,43,44
664|0,9,12,18
665|12
666|0,2,8,9,12,13,21,33
667|12
668|0,12
669|14
670|0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,37,39,40,41,42,43,44
671|0
672|0,1,2,3,4,5,6,7,9,11,12,13,14,15,16,18,19,21,22,23,27,30,31,32,33,34,35,37,40,41,42,44
673|14
674|24
675|0,8,12,18,22
676|7,33
677|0,32
678|0,1,9,12,15,17,26,27,30,31,32,33,36,40,44
679|11,41
680|41
681|41
682|0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44
683|32
684|15
685|4
686|1,2,3,4,21
687|0,2,12
688|0,1,2,3,4,5,6,7,8,9,12,15,16,18,19,20,23,30,31,32,33,34,35,36,37,41,42,43
689|0
690|36
691|12
692|2,9,18,22,30,32,33,39
693|0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,18,19,21,22,23,26,27,30,31,33,35,39,41,42,43,44
694|0
695|0
696|15
697|0,23,33
698|0,16
699|0,2,16,18,30
700|1
701|15
702|5,21,22,31,40
703|19,30
704|21
705|0,1,2,10,20,21,41
706|14,23,44
707|3
708|1,18,30,31,34
709|12
710|0,1,3,4,18,19,29,31,33,39,41,44
711|0,1,3,4,6,7,11,17,18,19,23,35,39,40,44
712|18,19
713|1,15,23,30,31,44
714|0,1,2,3,6,7,15,18,21,22,23,39,44
715|3,19,23,30,31,33
716|30,31
717|1,2,3,4,6,7,8,10,11,12,13,15,18,19,23,24,29,30,31,32,33,35,39,43,44
718|1,2,3,4,6,7,8,11,16,18,19,21,23,30,31,32,34,35,39,40,43,44
719|1,2,3,4,6,8,11,14,18,19,30,31,32,33,34,39,42,43
720|11
721|0
722|33
723|0,1,2,3,9,12,15,17,30,31,32,33,34,41,44
724|0,34
725|0,1,3,9,11,12,15,21,22,26,29,30,44
726|0,1,3,9,11,21,22,34,38
727|0
728|0
729|23,39
730|0
731|0
732|0,1,2,3,7,9,11,12,16,18,21,24,26,32,33,34
733|0,1,2,3,4,7,9,11,12,14,16,18,21,22,23,26,30,32,33,34,35,40,44
734|0,1,3,5,12,20
735|0,1,3,22,23
736|0,1,8,27,44
737|0
738|0,1,2,3,4,7,9,11,13,17,26,32,33
739|12
740|0
741|1,6,16,26,42
742|12
743|0,12
744|0,1,2,3,4,5,6,7,9,11,12,13,14,15,16,17,18,19,21,22,23,24,26,27,30,31,32,33,34,36,41,42,43,44
745|33
746|16
747|16
748|0
749|0,4,12,17,41
750|41
751|14
752|9
753|11,41
754|18
755|2,12,41
756|3
757|6,30
758|0
759|0
760|0
761|8
762|34
763|16
764|3
765|12
766|0,2,9,10,12,14,17,26,36,41,44
767|3,14,17,24,31,32,40
768|12
769|0,3
770|0,1,10,36
771|18
772|1,3,10,11,15,16,21,30,39,44
773|1,2,3,6,8,9,10,11,12,16,17,19,21,24,36,38,39,41
774|1,2,3,4,8,9,11,12,13,15,16,19,21,23,30,39,41,44
775|1,2,3,8,9,12,15,16,23,30,38
776|10
777|12
778|3,12,21,38
779|12
780|0,3,9,11,12,17,23,26,30,31,34
781|40
782|2,4,9,10,13,14,15,17,18,19,20,24,26,34,41,43,44
783|0,1,3
784|40
785|42
786|27
787|23
788|43
789|1,2,6,12,15,20,23,26,30,31,40,41,43
790|2
791|6
792|26
793|3
794|18
795|36
796|17
797|0
798|0,1,2,3,4,6,7,9,11,12,13,15,18,21,23,24,26,27,30,31,32,33,34,35,36,37,38,42,43
799|0,1,2,3,4,6,7,9,11,12,15,17,18,21,23,24,26,29,31,33,34,35,39
800|0,6,11,27,33
801|1,3,33,34,35
802|12
803|1,3,6,11,12,18,21,22,30,33,38,40
804|3,9,21,23,31,32,43,44
805|23,43
806|0
807|18,32
808|4
809|11,28,43
810|17
811|18
812|0,43
813|0
814|6,19
815|0
816|0
817|13,19,23,26
818|24
819|13,18
820|0,1,9,16,22,32
821|0,1,2,3,4,6,7,8,9,11,12,13,15,17,18,19,21,23,24,25,26,27,29,30,31,32,33,34,36,39,40,41,42,43,44
822|32
823|2,4,6,9,11,12,19,26,27,30,32,33,34,36,41,43,44
824|41
825|4,12
826|0,1,2,3,4,5,6,7,8,9,11,12,15,16,17,18,19,21,23,24,27,30,31,32,33,34,35,39,40,41,42,43,44
827|8,9,31,32
828|0,15
829|7
830|1,3,22,44
831|1,3,19,22,23,44
832|1,7,11,15,17,18,19,22,23,29,31,32,33,34,41,44
833|22
834|8,44
835|0
836|0,1,2,3,6,7,8,11,16,18,19,21,22,23,30,35,39,42,43,44
837|1,2,3,4,5,7,8,9,11,12,13,15,17,18,19,20,21,22,23,26,30,31,32,33,38,39,41,42,43,44
838|1,11,18,30,38
839|1,3,6,11,31,34,39
840|2,3,18,19,30,43
841|1,3,6,9,11,18,19,21,39,42,43,44
842|0,1,3,4,9,11,18,21,23,31,33,41
843|1,3,18,32,35,44
844|0,1,3,9,11,12,16,19,20,23,32,44
845|12
846|2
847|1,3,12,21,22,23
848|0,12
849|0
850|0,1,3,4,9,21,23,32,44
851|14
852|23
853|0,3,6,20,23,28,31,39,43
854|6
855|0,1,2,3,4,6,8,11,14,15,19,20,26,28,32,40,42,43,44
856|2,6,15,24,31,32
857|18
858|1,33
859|1,3
860|19
861|24
862|18
863|23
864|0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,39,40,41,42,43,44
865|0
866|2,14
867|0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44
868|2,12
869|0
870|0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,21,22,23,26,30,31,32,33,34,35,37,40,43,44
871|0
872|0
873|0,12,21
874|12
875|14
876|0,1,2,3,4,6,7,8,9,10,11,12,15,16,17,18,19,20,21,22,23,24,26,28,30,31,33,35,37,38,39,40,41,42,43,44
877|26
878|18
879|0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,29,30,31,32,33,34,35,38,39,40,41,42,43,44
880|0
881|10
882|0,1,2,3,4,7,8,9,10,12,13,16,17,18,19,20,21,22,23,26,30,31,33,34,39,42,44
883|0
884|0
885|0
886|0
887|18
888|1,2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,29,32,33,35,38,39,40,41,42,43,44
889|19
890|1,3,6,12,18,19,21,22,23,34,39,41,44
891|14
892|8,17,19,22,26,41
893|1,3,4,6,7,8,9,11,12,13,15,17,18,19,21,23,24,26,30,31,34,35,38,39,40,41,43,44
894|2
895|0,1,3,10,18,19,20,26,39,40,44
896|3
897|3
898|0,1,3,10,16,19,20,22,26,30,39,43
899|0
900|21
901|2,3,14,26,30,44
902|14
903|14,21,26
904|0,1,2,3,4,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,26,29,31,32,33,35,37,40,41,42,43,44
905|1
906|1,2,3,4,5,6,7,8,9,12,13,15,16,17,18,19,21,22,23,26,30,31,32,33,35,38,39,40,41,43,44
907|41
908|0
909|0,1,2,3,4,6,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,26,28,29,30,31,32,33,34,37,38,39,40,41,43,44
910|21,44
911|11,22,42
912|1,3,7,11,22,23,31,32,33,34,44
913|6,33
914|0
915|18
916|3,16,31,33
917|18
918|18
919|31
920|15
921|43
922|18
923|0,1,3,4,6,7,9,11,15,18,19,20,21,22,23,26,29,30,31,32,33,34,39,43,44
924|0,2,3,7,17,19,21,30,34,41,44
925|1,3,4,7,11,12,18,19,23,31,33
926|9,44
927|3
928|0,1,2,3,4,7,8,10,12,18,19,21,22,23,26,27,32,33,34,35,37,44
929|8
930|5,8
931|19
932|0,6,33
933|44
934|26
935|12
936|0
937|0,1,2,3,6,8,9,12,16,18,19,20,21,23,27,28,29,30,33,35,41,44
938|0,3,12,15,23,31
939|12
940|0,2,6,7,8,12,18,19,22,39
941|19
942|1,3,13,41
943|4,19
944|8
945|3,4,8,11,12,15,18,21,25,33
946|2,8,13,23
947|14
948|1,3,4,11,18,29,31,33,34,38,43,44
949|18,22,36,43
950|1,3,5,6,7,8,9,11,12,15,16,17,18,19,20,23,30,31,32,33,34,37,38,42,43,44
951|23
952|1,18,26,30,31,33,36,44
953|33
954|18
955|6,19,31
956|5
957|12
958|12
959|1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20,22,23,24,25,26,27,29,30,32,33,34,35,36,37,38,39,41,42,43,44
960|0
961|0
962|0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,37,39,40,41,42,43,44
963|39
964|9
965|9
966|0,9,11,12
967|0,11,31
968|0
969|0
970|0,1,3,11,12,21,27,31,41
971|0
972|27
973|35
974|0,1,2,3,5,7,8,9,11,13,15,16,17,18,19,23,26,31,32,35,39,40,41,42,43,44
975|1
976|1,2,3,7,11,20,31,33
977|1,3,7
978|0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
979|0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
980|0,1,3,4,8,9,11,12,17,18,21,22,23,32,35,39,41,44
981|0
982|26,41
983|31
984|0,1,2,3,4,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,29,31,32,33,34,37,40,41,42,43,44
985|0
986|0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,38,40,41,43,44
987|0,1,3,11,18,19,21,24,25,26,29,31,33,36,40
988|0,1,2,3,4,5,8,9,11,12,13,14,15,16,17,22,23,26,31,33,36,37,40,41,43,44
989|0
990|0,1,3,5,6,7,8,9,11,12,14,15,17,18,20,23,31,33,41,42,43
991|5
992|13,21,29,30,33
993|6,8,12,15,18,22,30,34
994|18
995|17
996|2
997|15,30,33
998|32
999|12
1000|19
1001|33
1002|42
1003|15,24,28
1004|27
1005|3,7,12
1006|6,7,11,16,19,31,33,34
1007|3
1008|6,12,16
1009|33
1010|1,3,6,9,11,16,17,19,21,29,30,31,33,35,36,37,44
1011|4,11,15,17,31,32,36,44
1012|27
1013|0
1014|7
1015|17
1016|3
1017|0,1,3,6,11,18,19,22,35,41,43
1018|1,2,3,4,11,15,21,22,23,33,34,36,41,42
1019|1,3,11,13,21,22,30,33,35
1020|1,3,9,11
1021|1,3,7,8,9,11,12,21,35,38,39
1022|0,1,6,8,44
1023|3,6,23,35,38,40,41,43
1024|1,3,12,21,23,31
1025|6,17,18,22
1026|10
1027|10
1028|10
1029|3,23
1030|10
1031|0
1032|43
1033|43
1034|3
1035|1
1036|1
1037|0,2,3,7,11,12,14,15,20,26,30,31,33
1038|0
1039|11,15,26
1040|0
1041|1
1042|12
1043|0
1044|0
1045|0
1046|0
1047|2
1048|27
1049|14
1050|14,18
1051|23
1052|10
1053|0
1054|0
1055|0
1056|8
1057|6,11,12,13,15,16,18,19,23,31,34,41,43
1058|12,35
1059|2,12,33,42
1060|15,19
1061|14
1062|23,41
1063|3,6,9,11,12,17,18,19,21,30,31,33,34,41
1064|12,21,22,41
1065|1,3,21,22,44
1066|9,21,22
1067|21
1068|3,21,22,34
1069|22
1070|3
1071|26
1072|6,16,34
1073|18,23,43
1074|11,12,43
1075|23
1076|1,3,43
1077|3,8
1078|11,17,19,20,30,33,34
1079|43
1080|1,2,3,9,13,15,19,22,25,30,32,33,34,40,41,43
1081|1,3,9,13,17,30,32,33,34,44
1082|1,8,9,16,22,30,34
1083|19
1084|2,6,22,24
1085|3,22
1086|16
1087|25
1088|31
1089|31,32
1090|9,12,23
1091|23
1092|0,1,2,3,11,12,17,19,21,22,23,26,31
1093|1,2,3,4,9,11,20,21,22,31,42,44
1094|1,4,11,17,26,28
1095|34,44
1096|4
1097|4
1098|0,1,2,3,4,9,11,12,19,21,22,23,26,32,33,37,41
1099|1,21,22
1100|2,21,22
1101|2,3,19,21
1102|19,21
1103|12
1104|0,1,3,4,7,8,9,10,11,12,15,16,17,18,19,21,23,26,30,31,32,33,34,38,43,44
1105|1,2,3,6,8,9,12,15,16,18,19,26,30,31,33,34,43,44
1106|1,2,3,18,19,21,22,25,26
1107|0
1108|2,3,28,39
1109|1,2,3,11,15,19,24,25,44
1110|11,33,34
1111|0,1,2,3,4,6,7,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,30,31,32,33,34,36,38,39,40,41,42,43,44
1112|39
1113|21
1114|39
1115|0,7
1116|0,1,2,3,6,7,9,11,15,16,17,18,19,20,21,22,24,26,31,33,34,39,42,43,44
1117|0,1,2,3,4,6,7,9,11,12,14,15,16,17,18,19,20,23,24,26,30,31,32,33,34,37,39,43,44
1118|0,1,3,7,11,15,18,20,32,34,44
1119|1,2,3,7,9,11,17,19,21,30,33,34,44
1120|3,15,16,18,20,23,42
1121|0,1,2,3,4,6,9,11,12,13,14,15,16,18,19,20,26,30,34,44
1122|0,2,9,17,36
1123|22
1124|15,22,23,32,34
1125|1,2,3,7,9,11,12,15,16,18,19,21,22,30,31,35,38,40,42,43
1126|19,21
1127|0,1,2,3,4,6,7,8,9,11,12,15,16,17,18,19,20,21,22,23,26,28,29,30,31,32,33,34,35,37,38,40,41,42,43,44
1128|0,1,2,3,11,12,16,18,19,20,22,23,30,31,35,42,43
